1.75,1.75
1.7494,1.94
1.7498,2.0547
1.7522,2.27
1.7566,2.4026
1.7613,2.4833
1.7672,2.6387
1.777,2.7374
1.7866,2.7954
1.7968,2.9171
1.8137,2.9903
1.8359,3.0448
1.9096,3.1815
2.2799,3.5039
2.9135,4.0624
3.5559,4.6743
3.726,4.8204
3.6506,4.7765
3.8049,4.9624
3.8015,4.9603
3.7035,4.892
3.8096,5.0222
3.7996,5.0125
3.7259,4.9607
3.8081,5.0598
3.7983,5.0492
3.7443,5.0111
3.8085,5.087
3.7998,5.0767
3.7606,5.0491
3.8108,5.1073
3.8034,5.0981
3.7752,5.0783
3.8146,5.1231
3.8085,5.1151
3.7885,5.1012
3.8196,5.1357
3.8147,5.1291
3.8008,5.1195
3.8254,5.1462
3.8217,5.1409
3.8123,5.1344
3.8318,5.1552
3.8292,5.151
3.8231,5.147
3.8387,5.1632
3.837,5.1601
3.8333,5.1577
3.846,5.1705
3.845,5.1683
3.8431,5.1672
3.8534,5.1774
3.8531,5.1759
3.8525,5.1756
3.861,5.1838
3.8613,5.183
3.8615,5.1834
3.8687,5.19
3.8694,5.1897
3.8703,5.1906
3.8764,5.1961
3.8774,5.1962
3.8789,5.1974
3.8841,5.202
3.8855,5.2024
3.8872,5.2038
3.8918,5.2078
3.8934,5.2085
3.8954,5.2101
3.8996,5.2135
3.9014,5.2145
3.9035,5.2161
3.9073,5.2192
3.9092,5.2203
3.9115,5.2221
3.915,5.2248
3.917,5.2261
3.9194,5.2279
3.9226,5.2304
3.9248,5.2318
3.9272,5.2336
3.9302,5.2359
3.9325,5.2374
3.9349,5.2392
3.9378,5.2414
3.9401,5.2429
3.9426,5.2448
3.9454,5.2468
3.9477,5.2484
3.9501,5.2503
3.9528,5.2523
3.9552,5.2539
3.9576,5.2557
3.9603,5.2576
3.9626,5.2593
3.9651,5.2611
3.9676,5.263
3.97,5.2647
3.9724,5.2664
3.9749,5.2683
3.9773,5.27
3.9797,5.2717
3.9822,5.2735
3.9846,5.2752
3.987,5.277
3.9894,5.2788
3.9917,5.2804
3.9941,5.2822
3.9965,5.2839
3.9989,5.2856
4.0012,5.2873
4.0036,5.2891
4.006,5.2908
4.0083,5.2925
4.0107,5.2942
4.013,5.2959
4.0153,5.2976
4.0176,5.2993
4.0199,5.3009
4.0222,5.3026
4.0245,5.3043
4.0268,5.3059
4.0291,5.3076
4.0314,5.3093
4.0337,5.3109
4.0359,5.3126
4.0382,5.3142
4.0404,5.3159
4.0427,5.3175
4.045,5.3191
4.0472,5.3208
4.0494,5.3224
4.0517,5.324
4.0539,5.3256
4.0561,5.3272
4.0583,5.3289
4.0605,5.3305
4.0627,5.3321
4.0649,5.3337
4.0671,5.3353
4.0693,5.3369
4.0715,5.3384
4.0736,5.34
4.0758,5.3416
4.078,5.3432
4.0801,5.3448
4.0823,5.3463
4.0844,5.3479
4.0866,5.3495
4.0887,5.351
4.0909,5.3526
4.093,5.3542
4.0951,5.3557
4.0973,5.3573
4.0994,5.3588
4.1015,5.3603
4.1036,5.3619
4.1057,5.3634
4.1078,5.365
4.1099,5.3665
4.112,5.368
4.1141,5.3695
4.1162,5.3711
4.1183,5.3726
4.1204,5.3741
4.1224,5.3756
4.1245,5.3771
4.1266,5.3786
4.1287,5.3801
4.1307,5.3816
4.1328,5.3831
4.1348,5.3846
4.1369,5.3861
4.1389,5.3876
4.141,5.3891
4.143,5.3906
4.1451,5.3921
4.1471,5.3936
4.1492,5.395
4.1512,5.3965
4.1532,5.398
4.1552,5.3995
4.1573,5.4009
4.1593,5.4024
4.1613,5.4039
4.1633,5.4053
4.1653,5.4068
4.1674,5.4082
4.1694,5.4097
4.1714,5.4112
4.1734,5.4126
4.1754,5.4141
4.1774,5.4155
4.1794,5.4169
4.1814,5.4184
4.1834,5.4198
4.1854,5.4213
4.1874,5.4227
4.1893,5.4241
4.1913,5.4256
4.1933,5.427
4.1953,5.4284
4.1973,5.4299
4.1993,5.4313
4.2012,5.4327
4.2032,5.4341
4.2052,5.4356
4.2072,5.437
4.2091,5.4384
4.2111,5.4398
4.2131,5.4412
4.215,5.4426
4.217,5.4441
4.2189,5.4455
4.2209,5.4469
4.2229,5.4483
4.2248,5.4497
4.2268,5.4511
4.2287,5.4525
4.2307,5.4539
4.2326,5.4553
4.2346,5.4567
4.2365,5.4581
4.2385,5.4594
4.2404,5.4608
4.2424,5.4622
4.2443,5.4636
4.2462,5.465
4.2482,5.4664
4.2501,5.4678
4.252,5.4691
4.254,5.4705
4.2559,5.4719
4.2579,5.4733
4.2598,5.4747
4.2617,5.476
4.2636,5.4774
4.2656,5.4788
4.2675,5.4801
4.2694,5.4815
4.2714,5.4829
4.2733,5.4842
4.2752,5.4856
4.2771,5.487
4.279,5.4883
4.281,5.4897
4.2829,5.491
4.2848,5.4924
4.2867,5.4938
4.2886,5.4951
4.2905,5.4965
4.2925,5.4978
4.2944,5.4992
4.2963,5.5005
4.2982,5.5019
4.3001,5.5032
4.302,5.5045
4.3039,5.5059
4.3058,5.5072
4.3077,5.5086
4.3096,5.5099
4.3115,5.5113
4.3135,5.5126
4.3154,5.5139
4.3173,5.5153
4.3192,5.5166
4.3211,5.5179
4.323,5.5193
4.3249,5.5206
4.3268,5.5219
4.3287,5.5232
4.3306,5.5246
4.3324,5.5259
4.3343,5.5272
4.3362,5.5285
4.3381,5.5299
4.34,5.5312
4.3419,5.5325
4.3438,5.5338
4.3457,5.5351
4.3476,5.5364
4.3495,5.5378
4.3514,5.5391
4.3533,5.5404
4.3551,5.5417
4.357,5.543
4.3589,5.5443
4.3608,5.5456
4.3627,5.5469
4.3646,5.5482
4.3664,5.5495
4.3683,5.5508
4.3702,5.5521
4.3721,5.5534
4.374,5.5547
4.3759,5.556
4.3777,5.5573
4.3796,5.5586
4.3815,5.5599
4.3834,5.5612
4.3852,5.5625
